, Open, High, Low, Close
02/05/18, 3.2182, 3.2659, 3.2144, 3.2626
02/02/18, 3.1670, 3.2231, 3.1663, 3.2182
02/01/18, 3.1858, 3.1963, 3.1623, 3.1669
01/31/18, 3.1812, 3.1950, 3.1465, 3.1867
01/30/18, 3.1551, 3.1951, 3.1490, 3.1818
01/29/18, 3.1511, 3.1718, 3.1488, 3.1554
01/26/18, 3.1507, 3.1556, 3.1341, 3.1511
01/25/18, 3.1467, 3.1501, 3.1262, 3.1486
01/24/18, 3.2376, 3.2400, 3.1351, 3.1465
01/23/18, 3.2018, 3.2438, 3.1992, 3.2371
01/22/18, 3.1960, 3.2112, 3.1834, 3.2021
01/19/18, 3.2063, 3.2152, 3.1946, 3.1960
01/18/18, 3.2237, 3.2247, 3.2025, 3.2064
01/17/18, 3.2248, 3.2390, 3.2120, 3.2239
01/16/18, 3.2164, 3.2374, 3.2125, 3.2243
01/15/18, 3.2056, 3.2175, 3.1937, 3.2163
01/12/18, 3.2159, 3.2305, 3.2018, 3.2056
01/11/18, 3.2283, 3.2396, 3.2124, 3.2154
01/10/18, 3.2483, 3.2562, 3.2260, 3.2282
01/09/18, 3.2406, 3.2550, 3.2298, 3.2485
01/08/18, 3.2292, 3.2449, 3.2241, 3.2406
01/05/18, 3.2345, 3.2494, 3.2269, 3.2292
01/04/18, 3.2371, 3.2423, 3.2223, 3.2346
01/03/18, 3.2592, 3.2664, 3.2333, 3.2369
01/02/18, 3.3124, 3.3137, 3.2569, 3.2591
01/01/18, 3.3123, 3.3132, 3.3105, 3.3124
12/29/17, 3.3124, 3.3140, 3.3043, 3.3123
12/28/17, 3.3148, 3.3172, 3.2963, 3.3124
12/27/17, 3.3119, 3.3222, 3.2937, 3.3150
12/26/17, 3.3373, 3.3376, 3.3071, 3.3120
12/25/17, 3.3370, 3.3399, 3.3369, 3.3373
12/22/17, 3.3092, 3.3399, 3.3049, 3.3370
12/21/17, 3.2977, 3.3164, 3.2917, 3.3093
12/20/17, 3.2900, 3.3005, 3.2828, 3.2978
12/19/17, 3.2923, 3.3080, 3.2829, 3.2900
12/18/17, 3.2951, 3.3011, 3.2795, 3.2923
12/15/17, 3.3420, 3.3440, 3.2941, 3.2951
12/14/17, 3.3101, 3.3473, 3.3091, 3.3419
12/13/17, 3.3070, 3.3321, 3.2889, 3.3100
12/12/17, 3.3051, 3.3337, 3.2984, 3.3065
12/11/17, 3.2918, 3.3063, 3.2737, 3.3049
12/08/17, 3.2907, 3.3104, 3.2666, 3.2918
12/07/17, 3.2358, 3.3185, 3.2353, 3.2906
12/06/17, 3.2413, 3.2463, 3.2261, 3.2357
12/05/17, 3.2441, 3.2476, 3.2206, 3.2414
12/04/17, 3.2575, 3.2621, 3.2425, 3.2442
12/01/17, 3.2727, 3.2808, 3.2492, 3.2575
11/30/17, 3.2461, 3.2886, 3.2359, 3.2728
11/29/17, 3.2129, 3.2476, 3.2010, 3.2466
11/28/17, 3.2275, 3.2310, 3.2021, 3.2126
11/27/17, 3.2341, 3.2357, 3.2139, 3.2276
11/24/17, 3.2218, 3.2362, 3.2211, 3.2341
11/23/17, 3.2244, 3.2427, 3.2194, 3.2218
11/22/17, 3.2585, 3.2649, 3.2217, 3.2243
11/21/17, 3.2574, 3.2653, 3.2390, 3.2588
11/20/17, 3.2578, 3.2660, 3.2565, 3.2573
11/17/17, 3.2739, 3.2882, 3.2550, 3.2578
11/16/17, 3.3131, 3.3142, 3.2694, 3.2740
11/15/17, 3.3132, 3.3230, 3.3128, 3.3133
11/14/17, 3.2794, 3.3173, 3.2679, 3.3131
11/13/17, 3.2590, 3.3006, 3.2590, 3.2794
11/10/17, 3.2779, 3.2779, 3.2779, 3.2779
11/09/17, 3.2547, 3.2663, 3.2377, 3.2521
11/08/17, 3.2714, 3.2755, 3.2405, 3.2545
11/07/17, 3.2496, 3.2877, 3.2482, 3.2714
11/06/17, 3.3144, 3.3149, 3.2478, 3.2493
11/03/17, 3.2680, 3.3347, 3.2508, 3.3144
11/02/17, 3.2676, 3.2684, 3.2650, 3.2681
11/01/17, 3.2726, 3.2894, 3.2578, 3.2677
10/31/17, 3.2889, 3.2897, 3.2683, 3.2727
10/30/17, 3.2363, 3.2891, 3.2347, 3.2890
10/27/17, 3.2907, 3.2997, 3.2342, 3.2363
10/26/17, 3.2333, 3.2979, 3.2309, 3.2906
10/25/17, 3.2435, 3.2598, 3.2324, 3.2332
10/24/17, 3.2378, 3.2642, 3.2259, 3.2435
10/23/17, 3.1925, 3.2387, 3.1906, 3.2379
10/20/17, 3.1672, 3.1976, 3.1641, 3.1925
10/19/17, 3.1712, 3.1785, 3.1636, 3.1671
10/18/17, 3.1580, 3.1802, 3.1562, 3.1711
10/17/17, 3.1711, 3.1831, 3.1575, 3.1581
10/16/17, 3.1458, 3.1731, 3.1434, 3.1711
10/13/17, 3.1707, 3.1800, 3.1442, 3.1458
10/12/17, 3.1725, 3.1729, 3.1606, 3.1705
10/11/17, 3.1800, 3.1806, 3.1611, 3.1730
10/10/17, 3.1881, 3.1897, 3.1621, 3.1801
10/09/17, 3.1555, 3.1896, 3.1539, 3.1884
10/06/17, 3.1539, 3.1736, 3.1509, 3.1555
10/05/17, 3.1355, 3.1563, 3.1241, 3.1540
10/04/17, 3.1447, 3.1447, 3.1220, 3.1338
10/03/17, 3.1541, 3.1650, 3.1410, 3.1457
10/02/17, 3.1627, 3.1724, 3.1513, 3.1542
09/29/17, 3.1824, 3.1888, 3.1568, 3.1627
09/28/17, 3.1934, 3.1993, 3.1773, 3.1823
09/27/17, 3.1660, 3.1985, 3.1660, 3.1938
09/26/17, 3.1599, 3.1747, 3.1533, 3.1656
09/25/17, 3.1251, 3.1611, 3.1238, 3.1602
09/22/17, 3.1376, 3.1395, 3.1222, 3.1251
09/21/17, 3.1325, 3.1468, 3.1277, 3.1378
09/20/17, 3.1357, 3.1394, 3.1141, 3.1329
09/19/17, 3.1373, 3.1400, 3.1254, 3.1356
09/18/17, 3.1106, 3.1381, 3.1070, 3.1377
09/15/17, 3.1209, 3.1306, 3.1082, 3.1106
09/14/17, 3.1355, 3.1463, 3.1123, 3.1212
09/13/17, 3.1260, 3.1444, 3.1229, 3.1349
09/12/17, 3.1031, 3.1386, 3.1011, 3.1263
09/11/17, 3.0872, 3.1080, 3.0794, 3.1027
09/08/17, 3.1007, 3.1007, 3.0832, 3.0872
09/07/17, 3.1003, 3.1073, 3.0965, 3.0991
09/06/17, 3.1172, 3.1205, 3.0990, 3.1002
09/05/17, 3.1411, 3.1438, 3.1147, 3.1175
09/04/17, 3.1404, 3.1450, 3.1328, 3.1390
09/01/17, 3.1491, 3.1491, 3.1226, 3.1404
08/31/17, 3.1596, 3.1677, 3.1401, 3.1490
08/30/17, 3.1646, 3.1738, 3.1560, 3.1595
08/29/17, 3.1672, 3.1753, 3.1594, 3.1645
08/28/17, 3.1590, 3.1673, 3.1490, 3.1671
08/25/17, 3.1478, 3.1619, 3.1354, 3.1590
08/24/17, 3.1423, 3.1490, 3.1331, 3.1477
08/23/17, 3.1622, 3.1685, 3.1339, 3.1420
08/22/17, 3.1650, 3.1850, 3.1461, 3.1627
08/21/17, 3.1469, 3.1716, 3.1380, 3.1653
08/18/17, 3.1752, 3.1760, 3.1410, 3.1469
08/17/17, 3.1531, 3.1816, 3.1510, 3.1751
08/16/17, 3.1689, 3.1761, 3.1453, 3.1533
08/15/17, 3.1898, 3.2054, 3.1658, 3.1703
08/14/17, 3.1937, 3.2040, 3.1738, 3.1900
08/11/17, 3.1763, 3.2188, 3.1556, 3.1937
08/10/17, 3.1564, 3.1786, 3.1470, 3.1765
08/09/17, 3.1271, 3.1580, 3.1266, 3.1560
08/08/17, 3.1263, 3.1375, 3.1196, 3.1270
08/07/17, 3.1317, 3.1328, 3.1206, 3.1262
08/04/17, 3.1144, 3.1323, 3.1065, 3.1317
08/03/17, 3.1132, 3.1261, 3.1119, 3.1151
08/02/17, 3.1268, 3.1374, 3.1127, 3.1147
08/01/17, 3.1256, 3.1304, 3.1081, 3.1267
07/31/17, 3.1321, 3.1434, 3.1147, 3.1253
07/28/17, 3.1513, 3.1588, 3.1292, 3.1321
07/27/17, 3.1386, 3.1592, 3.1375, 3.1504
07/26/17, 3.1732, 3.1760, 3.1362, 3.1388
07/25/17, 3.1471, 3.1735, 3.1401, 3.1727
07/24/17, 3.1425, 3.1528, 3.1352, 3.1472
07/21/17, 3.1210, 3.1454, 3.1105, 3.1425
07/20/17, 3.1498, 3.1547, 3.1189, 3.1209
07/19/17, 3.1560, 3.1627, 3.1453, 3.1485
07/18/17, 3.1824, 3.1846, 3.1536, 3.1566
07/17/17, 3.1796, 3.1868, 3.1762, 3.1825
07/14/17, 3.2116, 3.2121, 3.1793, 3.1796
07/13/17, 3.2078, 3.2202, 3.2037, 3.2118
07/12/17, 3.2543, 3.2553, 3.2054, 3.2079
07/11/17, 3.2549, 3.2690, 3.2463, 3.2541
07/10/17, 3.2803, 3.2818, 3.2547, 3.2551
07/07/17, 3.2973, 3.3025, 3.2700, 3.2803
07/06/17, 3.2894, 3.3192, 3.2876, 3.2967
07/05/17, 3.3092, 3.3309, 3.2888, 3.2889
07/04/17, 3.3014, 3.3108, 3.2996, 3.3095
07/03/17, 3.3085, 3.3238, 3.2956, 3.3012
06/30/17, 3.3031, 3.3163, 3.2873, 3.3085
06/29/17, 3.2800, 3.3143, 3.2767, 3.3029
06/28/17, 3.3143, 3.3145, 3.2791, 3.2798
06/27/17, 3.2972, 3.3340, 3.2950, 3.3140
06/26/17, 3.3412, 3.3446, 3.2950, 3.2959
06/23/17, 3.3425, 3.3439, 3.3266, 3.3432
06/22/17, 3.3354, 3.3469, 3.3227, 3.3423
06/21/17, 3.3268, 3.3374, 3.3150, 3.3358
06/20/17, 3.2836, 3.3394, 3.2818, 3.3266
06/19/17, 3.2921, 3.3145, 3.2819, 3.2839
06/16/17, 3.2751, 3.2964, 3.2736, 3.2921
06/15/17, 3.2752, 3.2833, 3.2731, 3.2751
06/14/17, 3.3147, 3.3168, 3.2664, 3.2756
06/13/17, 3.3187, 3.3338, 3.2989, 3.3145
06/12/17, 3.2968, 3.3269, 3.2757, 3.3183
06/09/17, 3.2622, 3.2977, 3.2552, 3.2968
06/08/17, 3.2699, 3.2890, 3.2617, 3.2621
06/07/17, 3.2777, 3.2865, 3.2675, 3.2700
06/06/17, 3.2970, 3.3006, 3.2730, 3.2789
06/05/17, 3.2483, 3.2971, 3.2455, 3.2969
06/02/17, 3.2496, 3.2580, 3.2209, 3.2483
06/01/17, 3.2261, 3.2546, 3.2186, 3.2492
05/31/17, 3.2578, 3.2602, 3.2250, 3.2266
05/30/17, 3.2568, 3.2698, 3.2543, 3.2577
05/29/17, 3.2608, 3.2754, 3.2568, 3.2570
05/26/17, 3.2745, 3.2806, 3.2522, 3.2608
05/25/17, 3.2772, 3.2978, 3.2656, 3.2754
05/24/17, 3.2700, 3.2875, 3.2524, 3.2774
05/23/17, 3.2661, 3.2870, 3.2576, 3.2701
05/22/17, 3.2557, 3.3101, 3.2520, 3.2667
05/19/17, 3.3795, 3.3795, 3.2449, 3.2557
05/18/17, 3.1399, 3.4010, 3.1344, 3.3793
05/17/17, 3.0970, 3.1398, 3.0952, 3.1391
05/16/17, 3.1091, 3.1109, 3.0875, 3.0969
05/15/17, 3.1224, 3.1260, 3.0957, 3.1086
05/12/17, 3.1381, 3.1483, 3.1164, 3.1224
05/11/17, 3.1679, 3.1684, 3.1374, 3.1389
05/10/17, 3.1894, 3.1911, 3.1534, 3.1673
05/09/17, 3.1981, 3.1991, 3.1788, 3.1891
05/08/17, 3.1777, 3.2071, 3.1749, 3.1979
05/05/17, 3.1887, 3.1959, 3.1675, 3.1777
05/04/17, 3.1663, 3.1954, 3.1610, 3.1885
05/03/17, 3.1516, 3.1677, 3.1431, 3.1666
05/02/17, 3.1765, 3.1878, 3.1462, 3.1514
05/01/17, 3.1768, 3.1772, 3.1718, 3.1765
04/28/17, 3.1844, 3.2111, 3.1704, 3.1768
04/27/17, 3.1739, 3.1868, 3.1576, 3.1843
04/26/17, 3.1443, 3.2075, 3.1443, 3.1742
04/25/17, 3.1278, 3.1665, 3.1259, 3.1472
04/24/17, 3.1483, 3.1500, 3.1195, 3.1279
04/21/17, 3.1471, 3.1560, 3.1471, 3.1483
04/20/17, 3.1528, 3.1700, 3.1338, 3.1473
04/19/17, 3.1078, 3.1540, 3.1071, 3.1529
04/18/17, 3.1003, 3.1231, 3.0884, 3.1077
04/17/17, 3.1447, 3.1480, 3.0935, 3.1004
04/14/17, 3.1440, 3.1453, 3.1431, 3.1447
04/13/17, 3.1267, 3.1495, 3.1167, 3.1462
04/12/17, 3.1380, 3.1579, 3.1206, 3.1257
04/11/17, 3.1321, 3.1531, 3.1257, 3.1379
04/10/17, 3.1462, 3.1535, 3.1317, 3.1322
04/07/17, 3.1426, 3.1583, 3.1198, 3.1461
04/06/17, 3.1204, 3.1511, 3.1076, 3.1434
04/05/17, 3.0936, 3.1248, 3.0846, 3.1205
04/04/17, 3.1145, 3.1359, 3.0923, 3.0935
04/03/17, 3.1220, 3.1330, 3.1098, 3.1144
03/31/17, 3.1508, 3.1759, 3.1218, 3.1220
03/30/17, 3.1199, 3.1524, 3.1181, 3.1510
03/29/17, 3.1415, 3.1426, 3.1129, 3.1197
03/28/17, 3.1264, 3.1445, 3.1244, 3.1414
03/27/17, 3.1080, 3.1398, 3.1072, 3.1263
03/24/17, 3.1404, 3.1475, 3.1043, 3.1080
03/23/17, 3.0879, 3.1443, 3.0849, 3.1405
03/22/17, 3.0873, 3.1070, 3.0807, 3.0877
03/21/17, 3.0721, 3.0940, 3.0597, 3.0871
03/20/17, 3.0916, 3.1130, 3.0678, 3.0722
03/17/17, 3.1188, 3.1233, 3.0875, 3.0916
03/16/17, 3.1039, 3.1214, 3.0938, 3.1191
03/15/17, 3.1692, 3.1771, 3.0980, 3.1033
03/14/17, 3.1526, 3.1820, 3.1499, 3.1695
03/13/17, 3.1396, 3.1593, 3.1322, 3.1525
03/10/17, 3.1935, 3.1955, 3.1383, 3.1396
03/09/17, 3.1631, 3.1984, 3.1602, 3.1932
03/08/17, 3.1194, 3.1729, 3.1182, 3.1630
03/07/17, 3.1387, 3.1405, 3.1121, 3.1195
03/06/17, 3.1161, 3.1393, 3.1015, 3.1386
03/03/17, 3.1566, 3.1614, 3.1111, 3.1161
03/02/17, 3.0899, 3.1581, 3.0895, 3.1565
03/01/17, 3.1087, 3.1215, 3.0897, 3.0900
02/28/17, 3.1090, 3.1110, 3.1083, 3.1089
02/27/17, 3.1110, 3.1135, 3.1082, 3.1090
02/24/17, 3.0597, 3.1141, 3.0588, 3.1110
02/23/17, 3.0639, 3.0763, 3.0526, 3.0594
02/22/17, 3.0958, 3.0983, 3.0607, 3.0640
02/21/17, 3.0871, 3.1051, 3.0860, 3.0956
02/20/17, 3.1049, 3.1062, 3.0831, 3.0870
02/17/17, 3.0891, 3.1083, 3.0814, 3.1049
02/16/17, 3.0575, 3.0906, 3.0417, 3.0890
02/15/17, 3.0851, 3.0916, 3.0539, 3.0595
02/14/17, 3.1109, 3.1236, 3.0827, 3.0850
02/13/17, 3.1160, 3.1245, 3.1081, 3.1100
02/10/17, 3.1303, 3.1308, 3.1052, 3.1160
02/09/17, 3.1181, 3.1330, 3.1144, 3.1302
02/08/17, 3.1204, 3.1296, 3.1128, 3.1176
02/07/17, 3.1157, 3.1354, 3.1138, 3.1204
02/06/17, 3.1174, 3.1269, 3.1079, 3.1160
02/03/17, 3.1240, 3.1383, 3.1076, 3.1174
02/02/17, 3.1296, 3.1314, 3.1095, 3.1235
02/01/17, 3.1507, 3.1637, 3.1272, 3.1295
01/31/17, 3.1279, 3.1564, 3.1036, 3.1508
01/30/17, 3.1410, 3.1532, 3.1140, 3.1278
01/27/17, 3.1778, 3.1813, 3.1377, 3.1410
01/26/17, 3.1704, 3.1923, 3.1639, 3.1779
01/25/17, 3.1698, 3.1724, 3.1637, 3.1703
01/24/17, 3.1633, 3.1740, 3.1584, 3.1704
01/23/17, 3.1714, 3.1826, 3.1546, 3.1635
01/20/17, 3.1964, 3.2012, 3.1689, 3.1714
01/19/17, 3.2308, 3.2349, 3.1934, 3.1965
01/18/17, 3.2113, 3.2320, 3.2102, 3.2308
01/17/17, 3.2416, 3.2428, 3.1968, 3.2114
01/16/17, 3.2214, 3.2445, 3.2179, 3.2417
01/13/17, 3.1879, 3.2235, 3.1808, 3.2214
01/12/17, 3.1970, 3.1999, 3.1557, 3.1878
01/11/17, 3.1957, 3.2254, 3.1794, 3.1973
01/10/17, 3.1973, 3.2013, 3.1830, 3.1958
01/09/17, 3.2242, 3.2284, 3.1902, 3.1967
01/06/17, 3.1990, 3.2245, 3.1922, 3.2242
01/05/17, 3.2160, 3.2291, 3.1947, 3.1990
01/04/17, 3.2653, 3.2663, 3.2113, 3.2161
01/03/17, 3.2639, 3.2906, 3.2481, 3.2652
01/02/17, 3.2550, 3.2805, 3.2511, 3.2656
12/30/16, 3.2536, 3.2582, 3.2505, 3.2550
12/29/16, 3.2851, 3.2858, 3.2417, 3.2545
12/28/16, 3.2701, 3.2945, 3.2668, 3.2831
12/27/16, 3.2740, 3.2902, 3.2669, 3.2713
12/26/16, 3.2720, 3.2743, 3.2720, 3.2740
12/23/16, 3.2898, 3.2921, 3.2588, 3.2720
12/22/16, 3.3292, 3.3475, 3.2868, 3.2874
12/21/16, 3.3547, 3.3591, 3.3222, 3.3274
12/20/16, 3.3645, 3.3703, 3.3395, 3.3546
12/19/16, 3.3919, 3.4030, 3.3627, 3.3652
12/16/16, 3.3708, 3.4119, 3.3443, 3.3919
12/15/16, 3.3698, 3.4084, 3.3643, 3.3699
12/14/16, 3.3358, 3.3729, 3.3015, 3.3708
12/13/16, 3.3387, 3.3645, 3.3179, 3.3356
12/12/16, 3.3801, 3.4077, 3.3368, 3.3397
12/09/16, 3.3749, 3.4106, 3.3525, 3.3801
12/08/16, 3.3837, 3.4169, 3.3717, 3.3753
12/07/16, 3.4081, 3.4190, 3.3781, 3.3827
12/06/16, 3.4208, 3.4639, 3.3972, 3.4080
12/05/16, 3.4762, 3.4800, 3.4192, 3.4227
12/02/16, 3.4724, 3.5789, 3.4456, 3.4762
12/01/16, 3.3854, 3.4786, 3.3837, 3.4718
11/30/16, 3.3998, 3.4574, 3.3781, 3.3842
11/29/16, 3.3857, 3.4130, 3.3800, 3.3990
11/28/16, 3.4220, 3.4237, 3.3823, 3.3859
11/25/16, 3.4036, 3.4640, 3.3909, 3.4220
11/24/16, 3.3944, 3.4392, 3.3866, 3.4036
11/23/16, 3.3546, 3.4181, 3.3533, 3.3945
11/22/16, 3.3527, 3.3913, 3.3316, 3.3550
11/21/16, 3.3832, 3.3844, 3.3406, 3.3526
11/18/16, 3.4181, 3.4365, 3.3726, 3.3832
11/17/16, 3.4200, 3.4531, 3.3873, 3.4193
11/16/16, 3.4405, 3.4457, 3.4033, 3.4201
11/15/16, 3.4337, 3.4457, 3.4320, 3.4404
11/14/16, 3.4268, 3.4748, 3.3893, 3.4331
11/11/16, 3.3889, 3.4981, 3.3863, 3.4268
11/10/16, 3.2186, 3.3949, 3.2112, 3.3864
11/09/16, 3.1680, 3.2470, 3.1650, 3.2172
11/08/16, 3.2012, 3.2143, 3.1636, 3.1699
11/07/16, 3.2337, 3.2366, 3.1880, 3.2020
11/04/16, 3.2423, 3.2644, 3.2169, 3.2337
11/03/16, 3.2358, 3.2574, 3.2212, 3.2425
11/02/16, 3.2368, 3.2429, 3.2343, 3.2359
11/01/16, 3.1891, 3.2543, 3.1783, 3.2370
10/31/16, 3.2065, 3.2065, 3.1647, 3.1893
10/28/16, 3.1707, 3.2065, 3.1598, 3.2065
10/27/16, 3.1408, 3.1727, 3.1285, 3.1701
10/26/16, 3.1142, 3.1527, 3.1114, 3.1409
10/25/16, 3.1243, 3.1365, 3.1026, 3.1151
10/24/16, 3.1511, 3.1524, 3.1146, 3.1246
10/21/16, 3.1430, 3.1683, 3.1376, 3.1511
10/20/16, 3.1699, 3.1705, 3.1350, 3.1433
10/19/16, 3.1874, 3.1971, 3.1641, 3.1697
10/18/16, 3.2018, 3.2061, 3.1744, 3.1888
10/17/16, 3.2059, 3.2143, 3.1894, 3.2022
10/14/16, 3.1798, 3.2080, 3.1647, 3.2059
10/13/16, 3.2026, 3.2178, 3.1770, 3.1799
10/12/16, 3.1965, 3.2071, 3.1961, 3.2025
10/11/16, 3.2066, 3.2258, 3.1948, 3.1966
10/10/16, 3.2212, 3.2231, 3.1992, 3.2065
10/07/16, 3.2274, 3.2402, 3.1930, 3.2212
10/06/16, 3.2205, 3.2435, 3.2177, 3.2275
10/05/16, 3.2579, 3.2609, 3.2175, 3.2206
10/04/16, 3.2094, 3.2607, 3.2072, 3.2578
10/03/16, 3.2624, 3.2640, 3.1988, 3.2096
09/30/16, 3.2603, 3.2624, 3.2313, 3.2624
09/29/16, 3.2183, 3.2670, 3.2139, 3.2605
09/28/16, 3.2342, 3.2546, 3.2139, 3.2184
09/27/16, 3.2419, 3.2473, 3.2199, 3.2334
09/26/16, 3.2436, 3.2526, 3.2243, 3.2429
09/23/16, 3.2203, 3.2503, 3.2021, 3.2436
09/22/16, 3.2070, 3.2272, 3.1816, 3.2215
09/21/16, 3.2589, 3.2605, 3.2064, 3.2071
09/20/16, 3.2731, 3.2750, 3.2458, 3.2591
09/19/16, 3.2653, 3.2778, 3.2528, 3.2730
09/16/16, 3.3025, 3.3187, 3.2633, 3.2653
09/15/16, 3.3440, 3.3659, 3.2936, 3.3027
09/14/16, 3.3143, 3.3484, 3.2992, 3.3439
09/13/16, 3.2484, 3.3317, 3.2444, 3.3144
09/12/16, 3.2735, 3.3032, 3.2417, 3.2485
09/09/16, 3.2148, 3.2834, 3.2134, 3.2735
09/08/16, 3.1912, 3.2189, 3.1658, 3.2147
09/07/16, 3.1968, 3.2032, 3.1930, 3.1930
09/06/16, 3.2826, 3.2831, 3.1957, 3.1969
09/05/16, 3.2566, 3.2852, 3.2476, 3.2837
09/02/16, 3.2574, 3.2695, 3.2242, 3.2566
09/01/16, 3.2266, 3.2630, 3.2195, 3.2571
08/31/16, 3.2419, 3.2560, 3.2169, 3.2268
08/30/16, 3.2308, 3.2630, 3.2188, 3.2354
08/29/16, 3.2657, 3.2896, 3.2306, 3.2307
08/26/16, 3.2343, 3.2776, 3.1896, 3.2657
08/25/16, 3.2254, 3.2407, 3.2168, 3.2342
08/24/16, 3.2337, 3.2492, 3.2188, 3.2249
08/23/16, 3.2008, 3.2364, 3.1858, 3.2342
08/22/16, 3.2050, 3.2270, 3.1980, 3.2007
08/19/16, 3.2394, 3.2420, 3.2042, 3.2050
08/18/16, 3.2062, 3.2436, 3.2003, 3.2393
08/17/16, 3.2024, 3.2330, 3.1990, 3.2063
08/16/16, 3.1863, 3.2046, 3.1566, 3.2022
08/15/16, 3.1924, 3.1932, 3.1577, 3.1864
08/12/16, 3.1442, 3.1939, 3.1394, 3.1924
08/11/16, 3.1270, 3.1537, 3.1225, 3.1441
08/10/16, 3.1454, 3.1509, 3.1162, 3.1296
08/09/16, 3.1729, 3.1761, 3.1285, 3.1465
08/08/16, 3.1660, 3.1895, 3.1600, 3.1718
08/05/16, 3.1938, 3.1975, 3.1608, 3.1660
08/04/16, 3.2385, 3.2406, 3.1917, 3.1937
08/03/16, 3.2587, 3.2919, 3.2381, 3.2387
08/02/16, 3.2662, 3.2718, 3.2382, 3.2591
08/01/16, 3.2488, 3.2758, 3.2487, 3.2663
07/29/16, 3.2923, 3.2928, 3.2283, 3.2488
07/28/16, 3.2632, 3.2981, 3.2546, 3.2922
07/27/16, 3.2758, 3.2940, 3.2606, 3.2625
07/26/16, 3.2864, 3.2923, 3.2668, 3.2759
07/25/16, 3.2570, 3.2961, 3.2558, 3.2860
07/22/16, 3.2720, 3.2966, 3.2548, 3.2570
07/21/16, 3.2582, 3.2882, 3.2431, 3.2718
07/20/16, 3.2505, 3.2622, 3.2391, 3.2600
07/19/16, 3.2535, 3.2846, 3.2498, 3.2506
07/18/16, 3.2784, 3.2845, 3.2465, 3.2536
07/15/16, 3.2534, 3.2838, 3.2433, 3.2784
07/14/16, 3.2656, 3.2676, 3.2174, 3.2533
07/13/16, 3.2971, 3.3076, 3.2649, 3.2657
07/12/16, 3.3102, 3.3125, 3.2654, 3.2970
07/11/16, 3.2998, 3.3180, 3.2923, 3.3088
07/08/16, 3.3662, 3.3683, 3.2838, 3.2998
07/07/16, 3.3311, 3.3689, 3.3217, 3.3660
07/06/16, 3.3031, 3.3431, 3.2992, 3.3307
07/05/16, 3.2697, 3.3052, 3.2696, 3.3036
07/04/16, 3.2382, 3.2728, 3.2316, 3.2681
07/01/16, 3.2137, 3.2473, 3.1969, 3.2382
06/30/16, 3.2227, 3.2483, 3.1835, 3.2138
06/29/16, 3.3036, 3.3096, 3.2209, 3.2209
06/28/16, 3.3914, 3.3957, 3.2999, 3.3020
06/27/16, 3.3785, 3.4144, 3.3663, 3.3928
06/24/16, 3.3386, 3.4467, 3.3313, 3.3785
06/23/16, 3.3778, 3.3807, 3.3373, 3.3382
06/22/16, 3.4133, 3.4179, 3.3679, 3.3779
06/21/16, 3.3948, 3.4154, 3.3560, 3.4131
06/20/16, 3.4157, 3.4180, 3.3754, 3.3947
06/17/16, 3.4655, 3.4750, 3.4157, 3.4157
06/16/16, 3.4741, 3.5103, 3.4624, 3.4660
06/15/16, 3.4817, 3.4994, 3.4469, 3.4740
06/14/16, 3.4835, 3.5139, 3.4579, 3.4819
06/13/16, 3.4195, 3.4874, 3.4144, 3.4829
06/10/16, 3.4000, 3.4463, 3.3961, 3.4195
06/09/16, 3.3629, 3.4047, 3.3566, 3.4001
06/08/16, 3.4432, 3.4465, 3.3599, 3.3630
06/07/16, 3.4894, 3.5126, 3.4416, 3.4433
06/06/16, 3.5277, 3.5308, 3.4855, 3.4895
06/03/16, 3.5904, 3.5949, 3.5227, 3.5277
06/02/16, 3.6040, 3.6162, 3.5780, 3.5930
06/01/16, 3.6094, 3.6350, 3.5767, 3.6109
05/31/16, 3.5747, 3.6378, 3.5549, 3.6113
05/30/16, 3.6114, 3.6157, 3.5731, 3.5733
05/27/16, 3.5839, 3.6291, 3.5807, 3.6114
05/26/16, 3.5831, 3.5857, 3.5772, 3.5825
05/25/16, 3.5715, 3.6214, 3.5529, 3.5830
05/24/16, 3.5732, 3.5895, 3.5434, 3.5716
05/23/16, 3.5212, 3.5881, 3.5136, 3.5733
05/20/16, 3.5640, 3.5651, 3.5169, 3.5212
05/19/16, 3.5650, 3.6184, 3.5518, 3.5641
05/18/16, 3.4902, 3.5663, 3.4869, 3.5638
05/17/16, 3.5017, 3.5275, 3.4827, 3.4901
05/16/16, 3.5340, 3.5344, 3.4959, 3.5028
05/13/16, 3.4830, 3.5341, 3.4645, 3.5340
05/12/16, 3.4529, 3.5054, 3.4374, 3.4826
05/11/16, 3.4737, 3.4781, 3.4404, 3.4528
05/10/16, 3.5170, 3.5183, 3.4639, 3.4738
05/09/16, 3.5023, 3.6678, 3.4921, 3.5169
05/06/16, 3.5377, 3.5732, 3.4946, 3.5023
05/05/16, 3.5476, 3.5509, 3.5078, 3.5379
05/04/16, 3.5590, 3.5722, 3.5269, 3.5489
05/03/16, 3.5010, 3.5808, 3.4989, 3.5599
05/02/16, 3.4356, 3.5074, 3.4341, 3.4998
04/29/16, 3.4890, 3.4987, 3.4303, 3.4356
04/28/16, 3.5270, 3.5282, 3.4817, 3.4889
04/27/16, 3.5287, 3.5545, 3.5125, 3.5269
04/26/16, 3.5560, 3.5589, 3.5180, 3.5292
04/25/16, 3.5676, 3.5692, 3.5404, 3.5558
